id_perso,nom_personnage,id_livre
33634,1st Duke of Clarence,7506776
33635,Edward of Westminster,7506776
33636,Prince of Wales,7506776
33637,Isabel Neville,7506776
33638,Hercule Poirot,131358
33639,Alex Crossman,21794306
33640,Sutton Price,21794306
33641,Hannah Martin,28954651
33642,Gabby Hudson,28954651
33643,Ethan Hanover,28954651
33644,Mark,28954651
33645,Carl Hudson,28954651
33646,Tina Hudson,28954651
33647,Henry,28954651
33648,Charlemagne,28954651
33649,Catherine Howard,159844
33650,Shelby MacIntyre,4783632
33651,Luke Riordan,4783632
33652,Adolphus Crosbie,144463
33653,Lily Dale,144463
33654,Isabella Dale,144463
33655,John Eames,144463
33656,Mrs. Dale,144463
33657,Christopher Dale,144463
33658,Bernard Dale,144463
33659,Amelia Roper,144463
33660,Mrs. Lupex,144463
33661,Mr. Lupex,144463
33662,Lady Dumbello,144463
33663,Alexandrina De Courcy,144463
33664,Plantagenet Palliser,144463
33665,Earl De Guest,144463
33666,Dr. James Crofts,144463
33667,Joseph Cradell,144463
33668,Amelia Gazebee,144463
33669,Mortimer Gazebee,144463
33670,Earl De Courcy,144463
33671,Madora Welles,12142089
33672,Django Jones,12142089
33673,Willis Brock,12142089
33674,David Bowie,74298
33675,Hawkman,109243
33676,Zatanna Zatara,109243
33677,John Constantine,109243
33678,Jim Corrigan,109243
33679,The Phantom Stranger,109243
33680,Etrigan,109243
33681,Abigail Arcane,109243
33682,Giovanni Zatara,109243
33683,Doctor Fate,109243
33684,Cain (DC Comics),109243
33685,Abel (DC Comics),109243
33686,Sargon the Sorcerer,109243
33687,Ralph Dibny,109243
33688,The Mist,109243
33689,Steve Dayton,109243
33690,Jon Sargent,109243
33691,Doctor Richard Occult,109243
33692,Judith (American Gothic),109243
33693,Sister Anne Marie,109243
33694,Benjamin Cox,109243
33695,Frank North,109243
33696,The Invunche,109243
33697,Boston Brand,109243
33698,The Great Darkness,109243
33699,Peter Merkel,109243
33700,Alec Holland,109243
33701,Bruce Wayne,109243
33702,Hartley Grace Featherstone,12922364
33703,Chase Erikson,12922364
33704,Rose Tyler,459460
33705,Daleks,459460
33706,The Doctor,459460
33707,Tenth Doctor,459460
33708,Eve Dallas,1832858
33709,Roarke,1832858
33710,Styx Mackenzie,7831146
33711,Storme Montague,7831146
33712,Pat O'Sullivan,735695
33713,Isabel O'Sullivan,735695
33714,Alison O'Sullivan,735695
33715,Lucy Oriell,735695
33716,Kublai Khan,6648001
33717,Genghis Khan,6648001
33718,Ãgedei Khan,6648001
33719,Chagatai Khan,6648001
33720,Tolui Khan,6648001
33721,GÃ¼yÃ¼k Khan,6648001
33722,Sorghaghtani Beki,6648001
33723,TÃ¶regene Khatun,6648001
33724,Oghul Qaimish,6648001
33725,Isabella Charteris,2072332
33726,John Gabriel,2072332
33727,Rupert St. Loo,2072332
33728,Herald Lavan Firestorm,176827
33729,Hunter Wolfsbane,17840545
33730,McKenna Mason,12004035
33731,Will Ashton,12004035
33732,Julie Madison,21524934
33733,James Gordon,21524934
33734,Lucius Fox,21524934
33735,Doctor Death,21524934
33736,Gillian B. Loeb,21524934
33737,Edward Nigma,21524934
33738,Pamela Isley,21524934
33739,Harvey Bullock,21524934
33740,Bruce Wayne,21524934
33741,Nick,16179867
33742,Sienna,16179867
33743,Eddie,10609400
33744,Lyssa,10609400
33745,Dr Charlotte (Charlie) Stone,13114564
33746,Michael Garland,13114564
33747,Tony Bartoli,13114564
33748,Lena Kaminsky,13114564
33749,Buzz Crane,13114564
33750,Tamsyn (Tam) Green,13114564
33751,Tilda,21853637
33752,Seren,21853637
33753,Raze,12833235
33754,Kimberly McAdams,12833235
33755,Jack Aubrey,938791
33756,Stephen Maturin,938791
33757,"Horatia ""Horry"" Winwood",32106
33758,Marcus Drelincourt,32106
33759,Earl of Rule,32106
33760,Lord Robert Lethbridge,32106
33761,Pelham,32106
33762,Viscount Winwood,32106
33763,Caroline Massey,32106
33764,Crosby Drelincourt,32106
33765,Sir Roland Pommeroy,32106
33766,Arnold Gisborne,32106
33767,Mrs. Theresa Maulfrey,32106
33768,Lady Caroline Massey,32106
33769,Edward Heron,32106
33770,Elizabeth Winwood,32106
33771,Lady Louisa Quain,32106
33772,Lady Winwood,32106
33773,Lady Amelia Pridham,32106
33774,Miss Charlotte Winwood,32106
33775,Kajus,36299975
33776,Leila,36299975
33777,Einaras,36299975
33778,Joris,36299975
33779,Gustavas,36299975
33780,Titas,36299975
33781,Rolandas,36299975
33782,Viktaras,36299975
33783,Tommaso Puzzilli,71935
33784,Lisbeth Salander,12406892
33785,Mikael Blomkvist,12406892
33786,Erika Berger,12406892
33787,Dragan Armansky,12406892
33788,Henrik Vanger,12406892
33789,Martin Vanger,12406892
33790,Cecilia Vanger,12406892
33791,Hans-Erik WennerstrÃ¶m,12406892
33792,Harriet Vanger,12406892
33793,Holger Palmgren,12406892
33794,Nils Bjurman,12406892
33795,Anita Vanger,12406892
33796,Birger Vanger,12406892
33797,Dirch Frode,12406892
33798,Christer Malm,12406892
33799,Gustaf Morell,12406892
33800,Isabella Vanger,12406892
33801,Gottfried Vanger,12406892
33802,Jan KÃ¶bin,12406892
33803,Horatio Nelson,426215
33804,John Montagu,426215
33805,4th Earl of Sandwich,426215
33806,George Brydges Rodney,426215
33807,1st Baron Rodney,426215
33808,AnaÃ¯s Nin,13494605
33809,Clement Greenberg,2671
33810,Andy Warhol,2671
33811,Chastity Ware,1022794
33812,Cyn Malloren,1022794
33813,Clay Tahoma,8487974
33814,Lilly Yazhi,8487974
33815,Theodosia Elizabeth Throckmorton (protagonist,472392
33816,heroine and adventurer),472392
33817,Henry Throckmorton (younger brother),472392
33818,Henrietta Throckmorton (mother,472392
33819,Egyptologist,472392
33820,Archaeologist and American born),472392
33821,Alistair Throckmorton (father and Head Curator at the Museum of Legends and Antiquities in London),472392
33822,Clive Fagenbush (2nd Assistant Curator,472392
33823,sneaky character),472392
33824,Nigel Bollingsworth (1st Assistant Curator and Theo's crush),472392
33825,Edgar Stilton (3rd Assistant Curator and a sort of human receiver for supernatural activity),472392
33826,Sticky Will (pick-pocket and ally),472392
33827,Lord Wigmere (leader of Brotherhood of the Chosen Keepers,472392
33828,friend),472392
33829,Von Braggenschnot (adversary),472392
33830,Eve Dallas,89694
33831,Roarke,89694
33832,Alice Andreeson,999257
33833,Rebekah (Bible),7966
33834,Leona Hewitt,2012689
33835,Thaddeus Ware,2012689
33836,Soria,6344424
33837,Karr,6344424
33838,Zoe Martinique,362824
33839,Allison O'Malley,16288155
33840,Ethan Magliaro,16288155
33841,Liam McKeown,16288155
33842,"Egbert ""Eggie"" Ray Smith",13483701
33843,Darla Mae Lewis,13483701
33844,Gage Ryder,13483701
33845,Kayla,13483701
33846,Emilia Galotti,1436901
33847,V. I. Warshawski,17707673
33848,Lotty Herschel,17707673
33849,Paul McCormick,8068431
33850,Timothy Sinclair,8068431
33851,Lady Celyn,8068431
33852,Rhosmari (Faery Rebels),8068431
33853,Martin (Faery Rebels),8068431
33854,Peri (Faery Rebels),8068431
33855,Valerian (Faery Rebels),8068431
33856,Knife (Faery Rebels),8068431
33857,Wink (Faery Rebels),8068431
33858,Campion (Faery Rebels),8068431
33859,Linden (Faery Rebels),8068431
33860,Garan (Faery Rebels),8068431
33861,Thorn (Faery Rebels),8068431
33862,Arianllys (Faery Rebels),8068431
33863,Gwylan (Faery Rebels),8068431
33864,Viviette Constantine,28849
33865,Swithin St. Cleeve,28849
33866,Louis Glanville,28849
33867,Tabitha Lark,28849
33868,Bishop Helmsdale,28849
33869,Heather Wells,12968400
33870,Cooper Cartwright,12968400
33871,Tania Trace,12968400
33872,Jordan Cartwright,12968400
33873,Gabriel Allon,93799
33874,Charles Render,61992
33875,Eileen Shallot,61992
33876,Grayson Sumner,17384523
33877,Felicia Murdock,17384523
33878,Friedrich Nietzsche,12319
33879,Portia St. Claire,1144058
33880,Bryght Malloren,1144058
33881,Abigail,141036
33882,Brian Keyes,13064
33883,Skip Wiley,13064
33884,Janna MacNeil,427078
33885,Ty Gallagher,427078
33886,Theresa Falconetti,427078
33887,Michael Dante,427078
33888,The Fourth Doctor,71364
33889,The Seventh Doctor,71364
33890,The Second Doctor,71364
33891,"Samantha ""Sam"" Jones",71364
33892,Ian Chesterton,71364
33893,Barbara Wright,71364
33894,Susan Foreman,71364
33895,Jamie McCrimmon,71364
33896,Zoe Heriot,71364
33897,Jo Grant,71364
33898,The Fifth Doctor,71364
33899,Turlough,71364
33900,Tegan Jovanka,71364
33901,Romana II,71364
33902,The Sixth Doctor,71364
33903,The Third Doctor,71364
33904,John Benton,71364
33905,The Doctor,71364
33906,Drashigs,71364
33907,The Eighth Doctor,71364
33908,The First Doctor,71364
33909,Eve Dallas,129523
33910,Roarke,129523
33911,Delia Peabody,129523
33912,Charlotte Mira,129523
33913,Mavis Freestone,129523
33914,Nadine Furst,129523
33915,Commander Jack Whitney,129523
33916,Ryan Feeney,129523
33917,Leonardo (designer),129523
33918,Dr. Morris,129523
33919,Chief Harrison Tibble,129523
33920,Trina (beauty consultant),129523
33921,Dennis Mira,129523
33922,Galahad (In Death series),129523
33923,Lawrence Charles Summerset,129523
33924,Reva Ewing,129523
33925,Blaire Bissel,129523
33926,Forrest Gump,687688
33927,Lieutenant Dan Taylor,687688
33928,Jenny Curran,687688
33929,Forrest Gump Jnr,687688
33930,Raine Tallentyre,689486
33931,Zack Jones,689486
33932,Nancy Drew,156979
33933,Hannah Gruen,156979
33934,Helen Corning,156979
33935,Laura Pendleton,156979
33936,Jacob Aborn,156979
33937,Jillian Cardiff,13526010
33938,Reseph,13526010
33939,Gwen Anders,20551480
33940,Ana AlcÃ¡zar,18189640
33941,NuÃ±o Macnamara,18189640
33942,Rikki Kinn,1931351
33943,Amiri,1931351
33944,Matt Murdock,20898007
33945,Leland Owlsley,20898007
33946,Katie Devora,27269538
33947,Devin Ulysses Clay,27269538
33948,Justin,27083865
33949,Amelia,27083865
33950,Shannon Bliss,23411547
33951,Matthew Dane,23411547
33952,Charlotte Graham,23411547
33953,Bryce Bishop,23411547
33954,Ann Silver,23411547
33955,Paul Falcon,23411547
33956,Cole O'Malley,23411547
33957,Nanda Kaul,1226459
33958,Raka,1226459
33959,Ila Das,1226459
33960,Frank Bascombe,40722
33961,Walter Luckett,40722
33962,Vicki Arcenault,40722
33963,Tiana,25711599
33964,Rhys,206091
33965,Joan,206091
33966,Cork O'Connor,123604
33967,Ophelia Jensen,141042
33968,Tink,141042
33969,Abigal McDonald,141042
33970,Timothy Sinclair,6399294
33971,Linden (Faery Rebels),6399294
33972,Elena Michaels,1773616
33973,Clayton Danvers,1773616
33974,Liam Lockhart,1773616
33975,Pete Caldecott,1773616
33976,Jack Winter,1773616
33977,Cecelia Wells,1773616
33978,Harry Dresden,1773616
33979,Lady Jane Grey,7104451
33980,Lady Catherine Grey,7104451
33981,Lady Mary Grey,7104451
33982,Constance Langton,6938085
33983,Essie Spreckelmeyer,624838
33984,Fitz Kreiner,678245
33985,Anji Kapoor,678245
33986,The Doctor,678245
33987,The Eighth Doctor,678245
33988,Eve Dallas,102856
33989,Roarke,102856
33990,Samuel Melvill,376984
33991,Sebastian Melvill,376984
33992,Helena Campbell,376984
33993,Partridge,376984
33994,Elizabeth,376984
33995,Aristobulus Ursiclos,376984
33996,Olivier Sinclair,376984
33997,Moth,6131786
33998,Freya Goodwin,13562664
33999,Greg Cavanaugh,13562664
34000,Anna Goodwin,13562664
34001,Max Corazao,13562664
34002,EugÃ¨ne IrtÃ©niev,11128184
34003,StÃ©panida,11128184
34004,Lise Annenski,11128184
34005,Marie Pavlovna,11128184
34006,Lucien LeDeux,307753
34007,Sylvie Fontaine,307753
34008,Sophia,242159
34009,Tamara,242159
34010,Rael,242159
34011,Jed,242159
34012,Zack King,242159
34013,Hope,242159
34014,Norm King,242159
34015,Lela King,242159
34016,Pete King,242159
34017,Matt King,242159
34018,Uru Takamura,6599093
34019,Satsuki Shindou,6599093
34020,Ichirou Nishikawa,6599093
34021,Lannes Hannelore,2712887
34022,Lethe,2712887
34023,Zoya Ossupov,82817
34024,Smooth Kitty Heaton,18885674
34025,Stout Alice Brooks,18885674
34026,Dour Elinor Siever,18885674
34027,Disgraceful Mary Jane Marshall,18885674
34028,Pocked Louise Dudley,18885674
34029,Dear Roberta Pratley,18885674
34030,Dull Martha Boyle,18885674
34031,Constance Plackett,18885674
34032,Aldous Godding,18885674
34033,Henry Butts,18885674
34034,Dr. Snelling,18885674
34035,Amanda Barnes,18885674
34036,Leland Murphy,18885674
34037,Letitia Fringle,18885674
34038,Matt Murdock,18359941
34039,Doctor Strange,18359941
34040,Foggy Nelson,18359941
34041,Hank Pym,18359941
34042,Bobby Fischer,204180
34043,Aya,11340586
34044,Kaleb,11340586
34045,Mallory,11340586
34046,Belias,11340586
34047,Gideon Haigh,2452563
34048,Jack Iverson,2452563
34049,Inspector Karen Pirie,2573867
34050,Sgt. Phil Parhetka,2573867
34051,Logan Laidlow,2573867
34052,"Michele ""Misha"" Gibson",2573867
34053,Mick Prentice,2573867
34054,Sir Broderick Grant,2573867
34055,Bel Richmond,2573867
34056,Charles Darwin,12122222
34057,David Hume,12122222
34058,Richard Dawkins,12122222
34059,Christopher Hitchens,12122222
34060,Stephen Hawking,12122222
34061,Daniel Dennett,12122222
34062,Deepak Chopra,12122222
34063,William Lane Craig,12122222
34064,Alvin Plantinga,12122222
34065,William A. Dembski,12122222
34066,Susan Haack,12122222
34067,Fred Hoyle,12122222
34068,William Paley,12122222
34069,Martin Rees,12122222
34070,Richard Swinburne,12122222
34071,Steven Weinberg,12122222
34072,Paul Kurtz,12122222
34073,Albert Einstein,12122222
34074,Richard Feynman,12122222
34075,Joakim,222190
34076,Elisabet Hansen,222190
34077,Serafina Trent,1964325
34078,Dylan Tremayne,1964325
34079,Clive Newton,1964325
34080,Hercule Poirot,31299
34081,Gabriel Allon,93796
34082,Elizabeth Halton,93796
34083,Benjamin Button,3302841
34084,Captain Bellodi,130219
34085,Hiawatha,780875
34086,Minnehaha,780875
34087,Mudjekeewis,780875
34088,Lazarus,8759497
34089,Trent,8759497
34090,Mike,8759497
34091,Geordie,8759497
34092,Linda (DEAD[ish]),8759497
34093,Darkwind,143180
34094,Karal,143180
34095,Firesong,143180
34096,An'desha,143180
34097,Tremane,143180
34098,Natoli,143180
34099,Master Levi,143180
34100,Sejanes,143180
34101,Princess Elspeth of Valdemar,143180
34102,Ophelia Jensen,194738
34103,Tink,194738
34104,Darci West,194738
34105,Abigal McDonald,194738
34106,Shea Ohmsford,15580
34107,Jaime Vegas,6372499
34108,Jeremy Danvers,6372499
34109,Eve Levine,6372499
34110,Kristof Nast,6372499
34111,Mickey O'Connor,7649340
34112,Lady Hero Batten,7649340
34113,Lazarus Huntington,7649340
34114,Baron Caire,7649340
34115,Temperance Dews,7649340
34116,Winter Makepeace,7649340
34117,Godric St. John,7649340
34118,Silence Hollingbrook,7649340
34119,Rylee Monroe,6605705
34120,Logan Woods,6605705
34121,The Seventh Doctor,897750
34122,Ace,897750
34123,Bernice Summerfield,897750
34124,The Doctor,897750
34125,Eve Dallas,6542645
34126,Roarke,6542645
34127,Kane Tyler,51286
34128,Sherra Callahan,51286
34129,Empress Elisabeth of Austria,22224
34130,Mace Windu,3108764
34131,Grievous,3108764
34132,C-3PO,3108764
34133,R2-D2,3108764
34134,Bail Organa,3108764
34135,Ahsoka Tano,3108764
34136,PadmÃ© Amidala,3108764
34137,Ki-Adi-Mundi,3108764
34138,Obi-Wan Kenobi,3108764
34139,Dooku,3108764
34140,Anakin Skywalker,3108764
34141,Mas Amedda,3108764
34142,Yoda,3108764
34143,Wullf Yularen,3108764
34144,Jar Jar Binks,3108764
34145,Saesee Tiin,3108764
34146,Adi Gallia,3108764
34147,Dexter Jettster,3108764
34148,Oppo Rancisis,3108764
34149,Eeth Koth,3108764
34150,Otto Krugg,3532264
34151,Richard Krugg,3532264
34152,Rachel Krugg,3532264
34153,Jimmy Pirano,3532264
34154,Cora,83539
34155,Grant McCarthy,83539
34156,Nefertiti,6135633
34157,Joelle Randall,1103965
34158,Luke Gevaudan,1103965
34159,Sheila Tubman,80670
34160,Charles Darwin,34515
34161,Rincewind,34515
34162,Ridcully,34515
34163,Yolanda MartÃ­n Seoane,18189774
34164,Patrick Gilbert,18189774
34165,Danielle 'Dani' Ceara OâConnor,17408077
34166,Zoe Cartwright,17408077
34167,Jason Cartwright,17408077
34168,Jake Vaughn,17408077
34169,Kitala Bell,93489
34170,Mâcal,93489
34171,Cassandra Archer,9652412
34172,Detective Flynn,9652412
34173,Lauren Chandler,18318649
34174,Anthony Ross,18318649
34175,Wolverine,23017947
34176,Steve Rogers,23017947
34177,Medusalith Amaquelin Boltagon,23017947
34178,Kamala Khan,23017947
34179,Sheik Abdullah,23017947
34180,Thomas Edison (clone),23017947
34181,Doyle,23017947
34182,Mrs. Van Boom,23017947
34183,Vinatos,23017947
34184,Knox,23017947
34185,Bruno Carrelli,23017947
34186,Yusuf Khan,23017947
34187,Muneeba Khan,23017947
34188,"Vittorio ""Vick"" Carrelli",23017947
34189,Lockjaw (Marvel),23017947
34190,Nakia Badahir,23017947
34191,Aamir Khan,23017947
34192,Lucien Montaine,500998
34193,Marquess of Litchfield,500998
34194,Lady Kathryn Grayson,500998
34195,Anthony Black,1512074
34196,Gabriella St. George,1512074
34197,Aurora 'Roe' Teagarden,140087
34198,Detective Chief Inspector Alan Banks,377916
34199,Vic Manson,377916
34200,Dr. Jenny Fuller,377916
34201,Ken Blackstone,377916
34202,Janet Taylor,377916
34203,Dennis Morrisey,377916
34204,Maggie Forrest,377916
34205,Eliza Sumner,16109762
34206,Arabella Beckett,16109762
34207,Theodore Wilder,16109762
34208,Dr. Manno,130220
34209,Professor Laurana,130220
34210,Richard Sharpe,29344817
34211,Patrick Harper,29344817
34212,Pierre Ducos,29344817
34213,Horace Bampfylde,29344817
34214,Cornelius Killick,29344817
34215,Jane Gibbons,29344817
34216,William Frederickson,29344817
34217,Robin Hood,36203664
34218,King Arthur,36203664
34219,Agatha (SFGAE),36203664
34220,Sophie (SFGAE),36203664
34221,Nicola (SFGAE),36203664
34222,Grisella Gremlaine (SFGAE),36203664
34223,Rhian (SFGAE),36203664
34224,Guinevere (SFGAE),36203664
34225,Professor Clarissa Dovey (SFGAE),36203664
34226,Bogden (SFGAE),36203664
34227,Willam (SFGAE),36203664
34228,Reena (SFGAE),36203664
34229,Kei (SFGAE),36203664
34230,Nimue- Lady of the Lake (SFGAE),36203664
34231,Hester (SFGAE),36203664
34232,Anadil (SFGAE),36203664
34233,Dot (SFGAE),36203664
34234,Tedros (SFGAE),36203664
34235,Hort (SFGAE),36203664
34236,Beatrix (SFGAE),36203664
34237,Kiko (SFGAE),36203664
34238,Rafal Japeth (SFGAE),36203664
34239,Ravan (SFGAE),36203664
34240,Mona (SFGAE),36203664
34241,Wesley (SFGAE),36203664
34242,Thiago (SFGAE),36203664
34243,Beeba (SFGAE),36203664
34244,Aran (SFGAE),36203664
34245,Maid Marian (SFGAE),36203664
34246,Professor Emma Anemone (SFGAE),36203664
34247,Professor Bilious Manley (SFGAE),36203664
34248,Professor Aleksander Lukas (SFGAE),36203664
34249,Professor Sheeba Sheeks (SFGAE),36203664
34250,Yuba the Gnome (SFGAE),36203664
34251,Professor Rumi Espada (SFGAE),36203664
34252,Princess Uma (SFGAE),36203664
34253,Castor the Dog (SFGAE),36203664
34254,The Sheriff of Nottingham (SFGAE),36203664
34255,Laithan (SFGAE),36203664
34256,Valentina (SFGAE),36203664
34257,Bodhi (SFGAE),36203664
34258,Aja (SFGAE),36203664
34259,Devan (SFGAE),36203664
34260,Laralisa (SFGAE),36203664
34261,Priyanka (SFGAE),36203664
34262,Bert (SFGAE),36203664
34263,Beckett (SFGAE),36203664
34264,Alpa (SFGAE),36203664
34265,Bethna (SFGAE),36203664
34266,Bossam (SFGAE),36203664
34267,Samarbati S. Subramanyam (SFGAE),36203664
34268,Reaper Cat (SFGAE),36203664
34269,Caleb (SFGAE),36203664
34270,Cedric (SFGAE),36203664
34271,Arjun (SFGAE),36203664
34272,Emilio (SFGAE),36203664
34273,Rosamund (SFGAE),36203664
34274,Gemma Gremlaine (SFGAE),36203664
34275,Bertie (SFGAE),36203664
34276,Ajubaju (SFGAE),36203664
34277,Ophelia Jensen,526797
34278,Tink,526797
34279,Darci West,526797
34280,Dot Cameron,526797
34281,Ethan Clement,526797
34282,Abigal McDonald,526797
34283,Taita,820396
34284,Lostris,820396
34285,Nefer,820396
34286,Mintaka,820396
34287,Kama Johnson,9905387
34288,Liam Seer,9905387
34289,Janice Johnson,9905387
34290,Governor Seer,9905387
34291,Essie Spreckelmeyer,2180781
34292,Tony Morgan,2180781
34293,Essther (Essie) Spreckelmeyer,2180781
34294,Anthony Morgan Bryant,2180781
34295,Tony Bryant,2180781
34296,Russ O'Berry,2180781
34297,Iva O'Berry,2180781
34298,Esther Spreckelmeyer,2180781
34299,Mr. Darius Morgan,2180781
34300,Sheriff Melvin Dunn,2180781
34301,Judge Spreckelmeyer,2180781
34302,Mr. Finch Morgan,2180781
34303,Blake Huntley Morgan,2180781
34304,Ewing Wortham,2180781
34305,Sullivan Spreckelmeyer,2180781
34306,Mrs. Penelope Lockhart,2180781
34307,Shirley Bunting Gillespie,2180781
34308,Deputy Billy John Howard,2180781
34309,Brianna Pennington,2180781
34310,Harley Vandervoort,2180781
34311,Mrs. Mccabe,2180781
34312,Jeremy Gillespie,2180781
34313,Aunt Verdie,2180781
34314,Mr. Lucas Sharpley,2180781
34315,Miss Spreckelmeyer,2180781
34316,M.c. Baker,2180781
34317,Mr. Duckworth,2180781
34318,Mr. Mudge,2180781
34319,Mrs. Gulick,2180781
34320,Mrs. Bogart,2180781
34321,Billy John,2180781
34322,Mrs. Vandervoort,2180781
34323,Archie Otter,2180781
34324,Nathaniel Walker,2180781
34325,Mrs. Zimpelman,2180781
34326,Anna Morgan,2180781
34327,Norris Tubbs,2180781
34328,Adam Currington,2180781
34329,Katherine Crook,2180781
34330,Dr. Gulick,2180781
34331,Finis Yarbrough,2180781
34332,Mr. Tayne,2180781
34333,Mrs. Yarbrough,2180781
34334,Victoria Davis,2180781
34335,Mrs. Whiteselle,2180781
34336,Mr. Peeples,2180781
34337,Mr. Flexmore,2180781
34338,Mrs. Dunn,2180781
34339,Hamilton Crook,2180781
34340,Mrs. Blanchard,2180781
34341,Miss Marjorie,2180781
34342,Mrs. Pickens,2180781
34343,Mr. Castle,2180781
34344,Eve Dallas,5943970
34345,Roarke,5943970
34346,Dr. Schultze,2107163
34347,Dr. Sarrasin,2107163
34348,Marcel Bruckmann,2107163
34349,Mary,80617
34350,Queen of Scots,80617
34351,Nicola Ambruzzi,80617
34352,Julia DeMarco,1009886
34353,Alex Manning,1009886
34354,Laura Franklin,13457580
34355,Shirley Franklin,13457580
34356,Jocelyn Dudley,29126
34357,Duke of Tresham,29126
34358,Jane Ingleby,29126
34359,Blue Perrineau,93478
34360,Artur Loginov,93478
34361,Iris McGillis,93478
34362,Daniel Perrineau,93478
34363,Serena McGillis,93478
34364,Roland Steele,93478
34365,Rictor,93478
34366,Bill Clinton,15843186
34367,Werner Heisenberg,15843186
34368,Al Gore,15843186
34369,Karl Popper,15843186
34370,Guglielmo Marconi,15843186
34371,Wilhelm RÃ¶ntgen,15843186
34372,Jules Verne,15843186
34373,Democritus,15843186
34374,Lucretius,15843186
34375,Arthur Kantrowitz,15843186
34376,Bill Joy,15843186
34377,Gordon Moore,15843186
34378,Albert Einstein,15843186
34379,Richard Feynman,15843186
34380,Jenny Lee,6456879
34381,Chummy Browne,6456879
34382,Sister Julienne,6456879
34383,Sister Monica Joan,6456879
34384,Jane Bennet,19311934
34385,Elizabeth Bennet,19311934
34386,Lydia Bennet,19311934
34387,Fitzwilliam Darcy,19311934
34388,Georgiana Darcy,19311934
34389,Colonel Fitzwilliam,19311934
34390,Charles Bingley,19311934
34391,George Wickham,19311934
34392,Henry Alveston,19311934
34393,Ethan Andarton,1724619
34394,Lily Bainbridge,1724619
34395,Inspector Alan Grant,243401
34396,Delilah McPhee,23278280
34397,Oliver,23278280
34398,Orville,23278280
34399,Queen Maureen,23278280
34400,Jessamyn Jacobs,23278280
34401,Edgar Jacobs,23278280
34402,Jules,23278280
34403,Seraphima,23278280
34404,Aurora Teagarden,140094
34405,Martin Bartell,140094
34406,Dr. James Owen Mega,471512
34407,Dr. Marion Farley,471512
34408,Appin Dungannon,471512
34409,Clifford Morgan,471512
34410,Miles Perry,471512
34411,Walter Diefenbaker,471512
34412,Ophelia Jensen,3586934
34413,Tink,3586934
34414,Darci West,3586934
34415,Abigal McDonald,3586934
34416,Shea Ohmsford,15577
34417,Faith Castle,2253939
34418,Connor Kingston,2253939
34419,Richard Nixon,17262102
34420,Henry Kissinger,17262102
34421,Megan Blair,573317
34422,The Seventh Doctor,10403
34423,Ace,10403
34424,Rassilon,10403
34425,The Doctor,10403
34426,Tanner Reynolds,767547
34427,Scheme Tallant,767547
34428,"Emerson ""Em"" Cole",12680986
34429,Kaleb Ballard,12680986
34430,Michael Weaver,12680986
34431,"Lilliana ""Lily"" Garcia",12680986
34432,Earl Swagger,95381
34433,Ishmael Horatio Wang,3766428
34434,Three Little Pigs,6071616
34435,Big Bad Wolf,6071616
34436,Venetia Milton,155659
34437,Gabriel Jones,155659
34438,Annika Svenson,7052663
34439,Creed McCabe,7052663
34440,Devlin O'Malley,7052663
34441,"Tom ""Ender"" Knight",7052663
34442,Kira Donovan,7052663
34443,Oz,7052663
34444,Rachel Morgan,9532901
34445,Ivy Tamwood,9532901
34446,Trent Kalamack,9532901
34447,Kisten Felps,9532901
34448,Piscary,9532901
34449,Denon Gradey,9532901
34450,Sharps,9532901
34451,Ranger (Rangeman CEO),14740588
34452,Lula,14740588
34453,Grandma Mazur,14740588
34454,Geoffrey Cubbin,14740588
34455,Susan Cubbin,14740588
34456,Junior Moody,14740588
34457,Brody Logan,14740588
34458,Robert Kinsey,14740588
34459,Randy Briggs,14740588
34460,Dottie Luchek,14740588
34461,Craig Fish,14740588
34462,Joe Morelli,14740588
34463,Stephanie Plum,14740588
34464,Tripp Wiley,18043759
34465,Layla Warren,18043759
34466,Nigel Molesworth,2584775
34467,Jeremy Richards,593821
34468,Earl of Radcliffe,593821
34469,Charlie (Charlotte) Westerly,593821
34470,Elizabeth (Beth) Westerly,593821
34471,Tomas Mowbray,593821
34472,Venus,12497203
34473,Michael,12497203
34474,Zaren,12497203
34475,Dervinias,12497203
34476,Cheverley,12497203
34477,Amberlee,12497203
34478,Lailah Buchanan,21538290
34479,Jude Cavanaugh,21538290
34480,Mia Havero,6250518
34481,Jimmy Dentremont,6250518
34482,Daniel Kutsov,6250518
34483,Remy LeDeux,680231
34484,Rachel Fortier,680231
34485,Rafe Pendragon,1724618
34486,Lady Julianna Hawthorne,1724618
34487,Alfred Vicary,93797
34488,Anna Steiner,93797
34489,Aurora Teagarden,140080
34490,Maria (Storia di una capinera),1554294
34491,Nino Valentini,1554294
34492,Winston Bongo,64653
34493,Flipping Hades Terwilliger,64653
34494,Walter Galt,64653
34495,Osgood Sigerson,64653
34496,Tomek Wilmowski,3264408
34497,Jan Smuga,3264408
34498,Tadeusz Nowicki,3264408
34499,Jack Till,234331
34500,Wendy Harper,234331
34501,Paul Turner,234331
34502,Sylvie Turner,234331
34503,Captain Wentworth,2734357
34504,Anne Elliot,2734357
34505,Ophelia Jensen,6566955
34506,Tink,6566955
34507,Dot Cameron,6566955
34508,Ethan Clement,6566955
34509,Abigal McDonald,6566955
34510,Great-Aunt Mary,6566955
34511,Trinity Green,2253942
34512,Scott Sinclair,2253942
34513,Eve Dallas,129524
