id_livre,id_award,date
23252517,12,2015-01-01
8449698,12,2011-01-01
3711152,12,2010-01-01
9314304,12,2011-01-01
9410421,12,2011-01-01
33288638,12,2017-01-01
41088576,12,2019-01-01
25868031,12,2016-01-01
21428094,12,2018-01-01
31867358,12,2017-01-01
34950852,12,2017-01-01
9571478,12,2011-01-01
23270403,12,2015-01-01
31324863,12,2017-01-01
40557032,12,2016-01-01
36117813,12,2019-01-01
31925314,12,2016-01-01
32145091,12,2017-01-01
38926487,12,2018-01-01
9402429,12,2010-01-01
33296129,12,2017-01-01
40189670,12,2018-01-01
7831608,12,2010-01-01
41150287,12,2019-01-01
32848471,12,2017-01-01
17201095,12,2013-01-01
40781618,12,2015-01-01
9664718,12,2010-01-01
42121039,12,2019-01-01
31345271,12,2016-01-01
35829237,12,2018-01-01
7076706,12,2010-01-01
25965222,12,2016-01-01
20665064,12,2015-01-01
48715812,12,2019-01-01
27083865,12,2016-01-01
34935946,12,2017-01-01
26236956,12,2016-01-01
12925200,12,2012-01-01
10818853,12,2011-01-01
15745950,12,2013-01-01
17788401,12,2014-01-01
40603730,12,2010-01-01
5604848,12,2009-01-01
32822135,12,2014-01-01
16070903,12,2013-01-01
17314430,12,2013-01-01
17340050,12,2013-01-01
15731779,12,2013-01-01
6547187,12,2010-01-01
16102004,12,2013-01-01
13600318,12,2013-01-01
16113791,12,2013-01-01
15784909,12,2013-01-01
13612739,12,2012-01-01
24445517,12,2014-01-01
17407748,12,2013-01-01
18149927,12,2013-01-01
10993282,12,2012-01-01
17158532,12,2016-01-01
16247792,12,2014-01-01
24920901,12,2015-01-01
15990969,12,2013-01-01
25644601,12,2015-01-01
7039218,12,2012-01-01
20421367,12,2014-01-01
13486122,12,2012-01-01
22843341,12,2014-01-01
12820360,12,2012-01-01
17876893,12,2015-01-01
25883848,12,2016-01-01
8712343,12,2011-01-01
22471294,12,2014-01-01
23016317,12,2012-01-01
20504754,12,2014-01-01
9637479,12,2011-01-01
8150317,12,2011-01-01
